<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
ВТБ ао;D;20160920;000000;0.0742;0.0745;0.0729;0.0745;11568480000;852253720
ВТБ ао;D;20160921;000000;0.07477;0.07503;0.07418;0.07471;8381490000;624963665.1
ВТБ ао;D;20160922;000000;0.07506;0.07585;0.07432;0.07585;10977750000;824996066.3
ВТБ ао;D;20160923;000000;0.07552;0.07585;0.07512;0.07529;8480360000;639313344.1
ВТБ ао;D;20160926;000000;0.07484;0.0753;0.07425;0.0748;11551600000;864346127.9
ВТБ ао;D;20160927;000000;0.07506;0.07514;0.073;0.073;12918220000;951957106.3
ВТБ ао;D;20160928;000000;0.0729;0.07345;0.07255;0.07272;8590970000;627070052.2
ВТБ ао;D;20160929;000000;0.0734;0.07388;0.07329;0.0733;7085310000;521269716.8
ВТБ ао;D;20160930;000000;0.07283;0.07323;0.0714;0.0721;13632500000;983506065.7
ВТБ ао;D;20161003;000000;0.0721;0.07214;0.0708;0.07183;8737310000;626215153
ВТБ ао;D;20161004;000000;0.07194;0.07199;0.07145;0.07145;4239070000;303774662.9
ВТБ ао;D;20161005;000000;0.07148;0.07148;0.07;0.0701;9378380000;660964679.6
ВТБ ао;D;20161006;000000;0.07;0.07043;0.0698;0.07015;4221470000;296084760.4
ВТБ ао;D;20161007;000000;0.07015;0.071;0.06959;0.07018;7181160000;505037885.4
ВТБ ао;D;20161010;000000;0.07031;0.07079;0.06908;0.07076;15868890000;1107438256.9
ВТБ ао;D;20161011;000000;0.07065;0.07093;0.06955;0.0702;11452800000;802967663.9
ВТБ ао;D;20161012;000000;0.0701;0.07058;0.06875;0.0691;9572790000;664752627.1
ВТБ ао;D;20161013;000000;0.06853;0.06916;0.06796;0.06869;7803130000;534362154.2
ВТБ ао;D;20161014;000000;0.06856;0.0686;0.06755;0.0678;5749800000;391240208.5
ВТБ ао;D;20161017;000000;0.068;0.06818;0.0674;0.06756;6552730000;443745762.5
ВТБ ао;D;20161018;000000;0.06794;0.06831;0.06765;0.06805;4656060000;316302084.3
ВТБ ао;D;20161019;000000;0.06812;0.06891;0.06793;0.0687;4787690000;327667826.8
ВТБ ао;D;20161020;000000;0.0688;0.06889;0.06715;0.06715;9959290000;674640778.9
ВТБ ао;D;20161021;000000;0.0672;0.06764;0.06683;0.06753;3758730000;252878140.6
ВТБ ао;D;20161024;000000;0.06734;0.06887;0.06734;0.06879;7423840000;507632759.8
ВТБ ао;D;20161025;000000;0.06886;0.06995;0.06792;0.06925;11808110000;816326934.9
ВТБ ао;D;20161026;000000;0.06912;0.06987;0.06851;0.06915;7546880000;521871440.4
ВТБ ао;D;20161027;000000;0.06915;0.06949;0.06801;0.06801;6398390000;439757834.2
ВТБ ао;D;20161028;000000;0.06818;0.06865;0.06775;0.06822;5826070000;397833664.9
ВТБ ао;D;20161031;000000;0.06817;0.06823;0.06765;0.06775;6558420000;445321215.7
ВТБ ао;D;20161101;000000;0.068;0.06907;0.068;0.06877;6096440000;418359156.7
ВТБ ао;D;20161102;000000;0.0683;0.06866;0.0675;0.0675;5542910000;376816168
ВТБ ао;D;20161103;000000;0.0676;0.06785;0.06715;0.06754;5072000000;342198802.1
ВТБ ао;D;20161107;000000;0.06799;0.06839;0.06753;0.06753;6622430000;449639030.7
ВТБ ао;D;20161108;000000;0.06777;0.06819;0.06757;0.06797;4218020000;286495515.8
ВТБ ао;D;20161109;000000;0.067;0.06973;0.06699;0.0692;21798850000;1495398207.2
ВТБ ао;D;20161110;000000;0.06931;0.07029;0.06877;0.06877;22167390000;1541730598.2
ВТБ ао;D;20161111;000000;0.0689;0.06908;0.06818;0.06821;8100080000;555451922.6
ВТБ ао;D;20161114;000000;0.06879;0.06997;0.06799;0.06799;15078970000;1038972349.8
ВТБ ао;D;20161115;000000;0.06832;0.0689;0.06783;0.06804;11539240000;788916061.2
ВТБ ао;D;20161116;000000;0.0683;0.06899;0.06782;0.06815;14014010000;957580114.3
ВТБ ао;D;20161117;000000;0.06815;0.06844;0.06783;0.06802;6555230000;446126503.3
ВТБ ао;D;20161118;000000;0.068;0.06822;0.06773;0.06775;3582870000;243378102.8
ВТБ ао;D;20161121;000000;0.06829;0.06869;0.06804;0.0685;9888790000;675806469.5
ВТБ ао;D;20161122;000000;0.0688;0.0699;0.0679;0.06821;30748440000;2116117610.9
ВТБ ао;D;20161123;000000;0.06859;0.06885;0.06837;0.06875;4889660000;335638661.2
ВТБ ао;D;20161124;000000;0.06885;0.06895;0.0678;0.0683;15844640000;1083774656.6
ВТБ ао;D;20161125;000000;0.06831;0.06885;0.06809;0.0685;4058150000;277832791
ВТБ ао;D;20161128;000000;0.06856;0.06925;0.06826;0.06875;7699690000;529279578.3
ВТБ ао;D;20161129;000000;0.0683;0.06911;0.06822;0.06876;5435490000;373995519.9
ВТБ ао;D;20161130;000000;0.069;0.06945;0.0681;0.0694;25645060000;1766332670.8
ВТБ ао;D;20161201;000000;0.06968;0.06968;0.0682;0.06831;25965620000;1780838283.5
ВТБ ао;D;20161202;000000;0.06849;0.06919;0.06784;0.06835;26579640000;1825307850.8
ВТБ ао;D;20161205;000000;0.0686;0.06918;0.06836;0.06866;9475540000;652654133.3
ВТБ ао;D;20161206;000000;0.0688;0.06908;0.0678;0.068;37006410000;2529076429.4
ВТБ ао;D;20161207;000000;0.06805;0.06856;0.06805;0.06815;7801290000;533471510.3
ВТБ ао;D;20161208;000000;0.06844;0.0703;0.0679;0.069;40884660000;2819323748.1
ВТБ ао;D;20161209;000000;0.0695;0.07525;0.06921;0.07523;66912850000;4892226648.5
ВТБ ао;D;20161212;000000;0.07589;0.0763;0.07315;0.0734;46663570000;3474741358.9
ВТБ ао;D;20161213;000000;0.0736;0.07445;0.07222;0.0736;24904550000;1830330242.7
ВТБ ао;D;20161214;000000;0.0736;0.07435;0.07152;0.07228;22191490000;1611672035.6
ВТБ ао;D;20161215;000000;0.0716;0.07288;0.0708;0.0723;36901740000;2639280195.4
ВТБ ао;D;20161216;000000;0.07255;0.07495;0.07151;0.0737;38966070000;2874950308.7
ВТБ ао;D;20161219;000000;0.07374;0.07478;0.07229;0.07255;18714580000;1376065884.8
ВТБ ао;D;20161220;000000;0.07255;0.07322;0.0719;0.07259;9804820000;711760217.5
ВТБ ао;D;20161221;000000;0.0727;0.07319;0.07157;0.07175;10854540000;784085701
ВТБ ао;D;20161222;000000;0.07186;0.07189;0.0711;0.0715;8861690000;632806854.9
ВТБ ао;D;20161223;000000;0.07151;0.07289;0.07115;0.07204;10704010000;770146886
ВТБ ао;D;20161226;000000;0.07229;0.07247;0.0713;0.0713;3983900000;285347705.5
ВТБ ао;D;20161227;000000;0.0715;0.07284;0.0714;0.07278;7278160000;526287344.9
ВТБ ао;D;20161228;000000;0.07279;0.0737;0.0725;0.07302;12582340000;920355051.7
ВТБ ао;D;20161229;000000;0.0729;0.07424;0.07285;0.07399;30272290000;2230780801.4
ВТБ ао;D;20161230;000000;0.07399;0.075;0.0729;0.074;55746330000;4129094237
ВТБ ао;D;20170103;000000;0.0738;0.0745;0.07326;0.07401;17909210000;1328460858.9
ВТБ ао;D;20170104;000000;0.07398;0.07433;0.07275;0.07315;13480260000;989066202.3
ВТБ ао;D;20170105;000000;0.07326;0.07332;0.07105;0.07149;14362700000;1033031700
