<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
ВТБ ао;D;20170106;000000;0.07155;0.07155;0.0708;0.07097;11619480000;826832813.2
ВТБ ао;D;20170109;000000;0.07134;0.07187;0.07033;0.07058;8232030000;585376820.3
ВТБ ао;D;20170110;000000;0.07079;0.0714;0.0704;0.07125;17928930000;1270091258.9
ВТБ ао;D;20170111;000000;0.07106;0.07175;0.06992;0.07021;17917390000;1265476777
ВТБ ао;D;20170112;000000;0.07047;0.07047;0.06931;0.06955;11410060000;797312142.2
ВТБ ао;D;20170113;000000;0.0697;0.06995;0.06841;0.06925;16567840000;1142549012.4
ВТБ ао;D;20170116;000000;0.0693;0.07027;0.0689;0.06941;7946350000;553565090.4
ВТБ ао;D;20170117;000000;0.06956;0.06989;0.0691;0.06921;6149710000;426844941.1
ВТБ ао;D;20170118;000000;0.0697;0.06974;0.06837;0.06861;22285370000;1534403350
ВТБ ао;D;20170119;000000;0.06862;0.06899;0.0684;0.06869;12391080000;850407369.2
ВТБ ао;D;20170120;000000;0.06865;0.06891;0.06806;0.06843;8085880000;554127071.1
ВТБ ао;D;20170123;000000;0.0687;0.0687;0.06785;0.06868;7105970000;484879893.8
ВТБ ао;D;20170124;000000;0.06868;0.0693;0.06836;0.0685;12882230000;885402636
ВТБ ао;D;20170125;000000;0.06865;0.0692;0.06827;0.0685;12128170000;834344195.4
ВТБ ао;D;20170126;000000;0.0687;0.06995;0.06862;0.06909;28668990000;1983822349.1
ВТБ ао;D;20170127;000000;0.06937;0.07015;0.06885;0.0697;28131940000;1956321027.7
ВТБ ао;D;20170130;000000;0.06985;0.07075;0.06935;0.0694;14944670000;1047184160.4
ВТБ ао;D;20170131;000000;0.0693;0.0697;0.06851;0.06897;9945400000;685541404
ВТБ ао;D;20170201;000000;0.06899;0.06949;0.06882;0.06947;6809580000;470739069.3
ВТБ ао;D;20170202;000000;0.06948;0.0696;0.06868;0.06909;7276010000;502595030.8
ВТБ ао;D;20170203;000000;0.06904;0.06935;0.06885;0.06929;7746180000;535748268.2
ВТБ ао;D;20170206;000000;0.0696;0.0696;0.06843;0.06868;6651240000;457877549.8
ВТБ ао;D;20170207;000000;0.06876;0.06895;0.06844;0.06879;4174260000;286943406.2
ВТБ ао;D;20170208;000000;0.06878;0.06892;0.0683;0.0687;5290270000;363436674.9
ВТБ ао;D;20170209;000000;0.0688;0.06892;0.06802;0.0687;5845030000;399989848.1
ВТБ ао;D;20170210;000000;0.0687;0.06887;0.06826;0.06843;3687080000;252421305.3
ВТБ ао;D;20170213;000000;0.0685;0.06886;0.06765;0.06816;9530000000;649336053.3
ВТБ ао;D;20170214;000000;0.06772;0.06825;0.06722;0.06788;7010050000;474052345.3
ВТБ ао;D;20170215;000000;0.06771;0.06885;0.0672;0.06777;9112850000;621583378.8
ВТБ ао;D;20170216;000000;0.068;0.06818;0.06759;0.06799;4327210000;293588637.8
ВТБ ао;D;20170217;000000;0.06825;0.06825;0.06755;0.06793;11266740000;766134039.4
ВТБ ао;D;20170220;000000;0.0682;0.06839;0.06785;0.06799;4262040000;290184455.2
ВТБ ао;D;20170221;000000;0.06807;0.0682;0.06736;0.06792;4574330000;310052026.4
ВТБ ао;D;20170222;000000;0.06793;0.06793;0.06695;0.06742;7039020000;474064705.8
ВТБ ао;D;20170224;000000;0.06744;0.06744;0.06675;0.06715;3717480000;249223740.4
ВТБ ао;D;20170227;000000;0.06715;0.0672;0.06611;0.06675;15737820000;1048942280.4
ВТБ ао;D;20170228;000000;0.06655;0.06697;0.0655;0.06608;12859530000;850240533
ВТБ ао;D;20170301;000000;0.0661;0.06725;0.06609;0.06725;9005080000;600992953.7
ВТБ ао;D;20170302;000000;0.06711;0.06747;0.06572;0.066;11014830000;732059495.4
ВТБ ао;D;20170303;000000;0.06595;0.066;0.0645;0.066;16182170000;1053690239.2
ВТБ ао;D;20170306;000000;0.06596;0.06629;0.06531;0.066;8208400000;539933123.2
ВТБ ао;D;20170307;000000;0.0659;0.066;0.06476;0.066;18445620000;1208500783
ВТБ ао;D;20170309;000000;0.06536;0.0664;0.0635;0.0646;50222500000;3231987060
ВТБ ао;D;20170310;000000;0.06451;0.0657;0.06416;0.06505;25375650000;1656786498.6
ВТБ ао;D;20170313;000000;0.06505;0.0656;0.06427;0.06526;9468550000;615076114.5
ВТБ ао;D;20170314;000000;0.06525;0.06555;0.06482;0.06506;7754020000;505559335.2
ВТБ ао;D;20170315;000000;0.0652;0.06577;0.06503;0.06514;6355710000;415846561.3
ВТБ ао;D;20170316;000000;0.06577;0.06603;0.06455;0.0655;17124260000;1114855231.5
ВТБ ао;D;20170317;000000;0.06503;0.0663;0.06503;0.06625;12914840000;851326849.8
ВТБ ао;D;20170320;000000;0.06625;0.06729;0.06605;0.0672;14628740000;976838299.5
ВТБ ао;D;20170321;000000;0.0673;0.06766;0.06626;0.0668;8736960000;585296743.3
ВТБ ао;D;20170322;000000;0.06629;0.06698;0.06557;0.06697;8311870000;550160235
ВТБ ао;D;20170323;000000;0.06697;0.0673;0.06611;0.06678;4701700000;313483727.3
ВТБ ао;D;20170324;000000;0.06655;0.06678;0.06578;0.0664;6340360000;419507502
ВТБ ао;D;20170327;000000;0.066;0.06619;0.06485;0.0655;7695330000;502666629.8
ВТБ ао;D;20170328;000000;0.06525;0.06589;0.06512;0.06552;6142970000;403066615.8
ВТБ ао;D;20170329;000000;0.06563;0.0662;0.0654;0.06619;4191450000;275887356.8
ВТБ ао;D;20170330;000000;0.06611;0.067;0.06588;0.0668;6066040000;403574969
ВТБ ао;D;20170331;000000;0.06692;0.06713;0.06582;0.06625;7523340000;499304492.3
ВТБ ао;D;20170403;000000;0.06625;0.06686;0.06558;0.06686;8159240000;540085154.8
ВТБ ао;D;20170404;000000;0.06666;0.06721;0.06628;0.0671;7304090000;487693977.6
ВТБ ао;D;20170405;000000;0.06734;0.06784;0.06686;0.0669;7944190000;534604650.9
ВТБ ао;D;20170406;000000;0.06679;0.06685;0.06595;0.06615;8609070000;570398777
ВТБ ао;D;20170407;000000;0.06579;0.06614;0.06525;0.06559;10666100000;700653631.7
ВТБ ао;D;20170410;000000;0.06522;0.0655;0.06356;0.06473;15328230000;985007117.4
ВТБ ао;D;20170411;000000;0.06449;0.065;0.0638;0.0649;25615500000;1652695863.5
ВТБ ао;D;20170412;000000;0.06518;0.06518;0.0633;0.0641;9804850000;628898145.6
ВТБ ао;D;20170413;000000;0.06398;0.06439;0.06287;0.064;16464840000;1048360024.8
ВТБ ао;D;20170414;000000;0.06356;0.0641;0.06292;0.06409;5410690000;344332491
ВТБ ао;D;20170417;000000;0.06376;0.06432;0.06337;0.0642;3221780000;206209904.8
ВТБ ао;D;20170418;000000;0.06444;0.06444;0.06325;0.064;7026550000;447841370.9
ВТБ ао;D;20170419;000000;0.06394;0.064;0.0635;0.064;7640070000;487001559.3
ВТБ ао;D;20170420;000000;0.06371;0.0644;0.06335;0.0644;11816430000;754758039.9
ВТБ ао;D;20170421;000000;0.0645;0.06588;0.06415;0.065;10817490000;703519503.4
ВТБ ао;D;20170424;000000;0.06561;0.0657;0.065;0.06515;6207350000;405294398.9
ВТБ ао;D;20170425;000000;0.06515;0.0671;0.06502;0.06612;13070070000;865248473.4
ВТБ ао;D;20170426;000000;0.06645;0.0685;0.0661;0.06843;14617870000;984874163.2
ВТБ ао;D;20170427;000000;0.06825;0.0686;0.06664;0.06671;9738740000;657920061.7
ВТБ ао;D;20170428;000000;0.06703;0.06775;0.06631;0.06671;8447070000;565972445.8
ВТБ ао;D;20170502;000000;0.06692;0.06777;0.06672;0.06737;5987720000;403331515.5
ВТБ ао;D;20170503;000000;0.06718;0.0681;0.06608;0.0675;9055010000;609137733.6
ВТБ ао;D;20170504;000000;0.0676;0.06843;0.067;0.0671;9315320000;629540262.2
ВТБ ао;D;20170505;000000;0.0664;0.06641;0.06539;0.06573;13381820000;880217246.6
ВТБ ао;D;20170510;000000;0.06597;0.0669;0.06552;0.0669;6833000000;450926646.8
ВТБ ао;D;20170511;000000;0.06677;0.06706;0.06586;0.06589;5146280000;341775165.8
ВТБ ао;D;20170512;000000;0.06604;0.06614;0.06545;0.06567;3725700000;244355369.7
ВТБ ао;D;20170515;000000;0.06563;0.06748;0.06563;0.0666;5944780000;394461561.7
ВТБ ао;D;20170516;000000;0.0666;0.06847;0.06627;0.067;20243180000;1369193660.3
ВТБ ао;D;20170517;000000;0.0668;0.067;0.0661;0.0666;8448870000;562461592.6
ВТБ ао;D;20170518;000000;0.06605;0.0667;0.06517;0.06554;11375580000;748297200.7
ВТБ ао;D;20170519;000000;0.06565;0.06745;0.0654;0.06639;14226890000;948385925
ВТБ ао;D;20170522;000000;0.06692;0.06692;0.06565;0.06565;7489710000;494471185.7
ВТБ ао;D;20170523;000000;0.06551;0.06724;0.06551;0.06721;6670920000;443448615.4
ВТБ ао;D;20170524;000000;0.06721;0.06812;0.06661;0.06702;16327270000;1100748979.8
ВТБ ао;D;20170525;000000;0.06705;0.06745;0.06648;0.06694;4224390000;283279366.2
ВТБ ао;D;20170526;000000;0.067;0.067;0.06587;0.06637;6080640000;403576025.5
ВТБ ао;D;20170529;000000;0.0664;0.0665;0.06577;0.066;1844710000;122037178.4
ВТБ ао;D;20170530;000000;0.06598;0.06615;0.06535;0.06594;4225710000;277599569.1
ВТБ ао;D;20170531;000000;0.06573;0.06669;0.06508;0.06615;7957730000;523659037.9
ВТБ ао;D;20170601;000000;0.06589;0.06667;0.06423;0.06473;9321710000;607099783.8
ВТБ ао;D;20170602;000000;0.06489;0.0652;0.06357;0.0652;10719890000;689435843.2
ВТБ ао;D;20170605;000000;0.06521;0.06568;0.0645;0.06505;5692130000;369980287.3
ВТБ ао;D;20170606;000000;0.06481;0.06517;0.06433;0.06435;3225560000;208387738.3
ВТБ ао;D;20170607;000000;0.06435;0.0647;0.06411;0.06411;5522070000;355966721.7
ВТБ ао;D;20170608;000000;0.0643;0.06493;0.064;0.0645;8020970000;515307349.4
ВТБ ао;D;20170609;000000;0.06445;0.06525;0.06424;0.06525;7646790000;496427647.1
ВТБ ао;D;20170613;000000;0.06525;0.0655;0.0645;0.0645;6605560000;428030014.8
ВТБ ао;D;20170614;000000;0.06457;0.06457;0.06332;0.064;8553950000;547131138.2
ВТБ ао;D;20170615;000000;0.0637;0.06394;0.06178;0.0639;43947310000;2766063646.4
ВТБ ао;D;20170616;000000;0.06383;0.06418;0.0628;0.0639;28031570000;1781414819.6
ВТБ ао;D;20170619;000000;0.06388;0.0639;0.06305;0.06322;9885680000;627368997.9
ВТБ ао;D;20170620;000000;0.06332;0.0639;0.06265;0.0639;20210020000;1280083043.9
ВТБ ао;D;20170621;000000;0.06365;0.06389;0.06315;0.06334;5490500000;348530669.1
ВТБ ао;D;20170622;000000;0.06315;0.0641;0.06254;0.0639;18907740000;1197486001.5
ВТБ ао;D;20170623;000000;0.06388;0.06417;0.06318;0.064;14029650000;893195091.9
ВТБ ао;D;20170626;000000;0.06412;0.0645;0.06349;0.06349;4341440000;277127115.5
ВТБ ао;D;20170627;000000;0.06344;0.06358;0.06292;0.06338;13015450000;823480499
ВТБ ао;D;20170628;000000;0.0631;0.0638;0.06281;0.0638;9994450000;633198844.3
ВТБ ао;D;20170629;000000;0.06382;0.06403;0.06337;0.0639;9962510000;634973169.3
ВТБ ао;D;20170630;000000;0.06371;0.0645;0.06359;0.064;9061350000;580306267.3
ВТБ ао;D;20170703;000000;0.06392;0.06442;0.06387;0.0643;5475580000;351541300.5
ВТБ ао;D;20170704;000000;0.06443;0.06495;0.06425;0.0644;4769990000;308090139
ВТБ ао;D;20170705;000000;0.06422;0.06456;0.06386;0.064;6771590000;434214604.9
ВТБ ао;D;20170706;000000;0.06405;0.06425;0.06336;0.06387;6718440000;428680392.8
ВТБ ао;D;20170707;000000;0.06365;0.06415;0.06346;0.06368;5974550000;381333980.7
ВТБ ао;D;20170710;000000;0.0637;0.0642;0.06351;0.0638;5632190000;359399352
ВТБ ао;D;20170711;000000;0.06393;0.06403;0.06317;0.06387;5033990000;320011735.9
ВТБ ао;D;20170712;000000;0.06387;0.0645;0.0635;0.064;10567520000;675908621.3
ВТБ ао;D;20170713;000000;0.06395;0.06428;0.0636;0.06371;5697050000;363853258.9
ВТБ ао;D;20170714;000000;0.06367;0.06401;0.06367;0.0638;4284020000;273599307.5
ВТБ ао;D;20170717;000000;0.06383;0.06409;0.0635;0.06387;4296700000;274277554.3
ВТБ ао;D;20170718;000000;0.06379;0.06391;0.06303;0.0635;7745060000;491035928.9
ВТБ ао;D;20170719;000000;0.06345;0.0641;0.06311;0.0641;5638590000;359159678.6
ВТБ ао;D;20170720;000000;0.06414;0.06538;0.06382;0.0649;10014490000;648664134.6
ВТБ ао;D;20170721;000000;0.06488;0.06506;0.06361;0.06373;5531340000;355097807.6
ВТБ ао;D;20170724;000000;0.0636;0.0639;0.06311;0.0635;7709970000;488763536.2
ВТБ ао;D;20170725;000000;0.0635;0.0636;0.06304;0.0635;9865560000;624176694.7
ВТБ ао;D;20170726;000000;0.06343;0.06374;0.0632;0.0636;4730320000;300311355.4
ВТБ ао;D;20170727;000000;0.06377;0.06396;0.06333;0.06341;6048940000;385022050.8
ВТБ ао;D;20170728;000000;0.0634;0.0634;0.06077;0.0609;41407730000;2542400907.8
ВТБ ао;D;20170731;000000;0.06113;0.06115;0.05881;0.05969;15186110000;903404808
ВТБ ао;D;20170801;000000;0.0598;0.06069;0.05934;0.06005;8402900000;505855127.6
ВТБ ао;D;20170802;000000;0.0602;0.06215;0.06;0.06171;13161380000;805558558.8
ВТБ ао;D;20170803;000000;0.0617;0.06286;0.06141;0.06186;8476040000;526462343.8
ВТБ ао;D;20170804;000000;0.06171;0.06183;0.06063;0.06082;6559440000;401710140
ВТБ ао;D;20170807;000000;0.06099;0.06211;0.06087;0.06211;5193470000;319739156.7
ВТБ ао;D;20170808;000000;0.0622;0.06295;0.06202;0.06206;14336060000;895132330.5
ВТБ ао;D;20170809;000000;0.06196;0.06278;0.0613;0.06199;13465190000;834404641.2
ВТБ ао;D;20170810;000000;0.06198;0.06218;0.06023;0.06068;7541640000;461365556.2
ВТБ ао;D;20170811;000000;0.0604;0.06085;0.0594;0.06;10184880000;610768543.3
ВТБ ао;D;20170814;000000;0.06025;0.06092;0.06015;0.0605;3306080000;200379687.7
ВТБ ао;D;20170815;000000;0.06052;0.0613;0.06016;0.06102;6650330000;404324234.5
ВТБ ао;D;20170816;000000;0.061;0.0612;0.06009;0.06037;5191230000;314647092.7
ВТБ ао;D;20170817;000000;0.0602;0.0605;0.06;0.06;3094130000;186268879
ВТБ ао;D;20170818;000000;0.0599;0.06;0.0591;0.05945;6453350000;384497311.6
ВТБ ао;D;20170821;000000;0.05964;0.05974;0.05923;0.05925;3261780000;194026410.4
ВТБ ао;D;20170822;000000;0.05947;0.05955;0.05924;0.0594;1985250000;117977479.8
ВТБ ао;D;20170823;000000;0.05942;0.06048;0.059;0.06048;6901450000;411452730.3
ВТБ ао;D;20170824;000000;0.06049;0.06105;0.06028;0.06092;5980250000;363009442.7
ВТБ ао;D;20170825;000000;0.06096;0.06144;0.0599;0.0602;9934910000;601164906
ВТБ ао;D;20170828;000000;0.06033;0.06033;0.05967;0.06017;5298830000;317271499.9
ВТБ ао;D;20170829;000000;0.05999;0.06039;0.05957;0.05999;6768140000;405659531.2
ВТБ ао;D;20170830;000000;0.06007;0.06497;0.05999;0.0648;34746910000;2203845259.8
ВТБ ао;D;20170831;000000;0.065;0.0653;0.06411;0.06456;17846210000;1157424783.5
ВТБ ао;D;20170901;000000;0.0647;0.06683;0.06331;0.06345;31203250000;2018525654.4
ВТБ ао;D;20170904;000000;0.06302;0.06357;0.06163;0.06163;20675370000;1285396469.7
ВТБ ао;D;20170905;000000;0.06167;0.06204;0.0597;0.0601;27212370000;1645616209.7
ВТБ ао;D;20170906;000000;0.06;0.06072;0.0593;0.0602;15069150000;908016349
ВТБ ао;D;20170907;000000;0.06025;0.061;0.0601;0.0601;8165130000;493963934.9
ВТБ ао;D;20170908;000000;0.06022;0.06185;0.0601;0.0616;12827310000;781735567.1
ВТБ ао;D;20170911;000000;0.062;0.06257;0.06135;0.06211;13181660000;817767765.9
ВТБ ао;D;20170912;000000;0.0622;0.06427;0.06201;0.06373;20743670000;1317565828.9
ВТБ ао;D;20170913;000000;0.06373;0.06484;0.06239;0.06239;21831290000;1396276300.2
ВТБ ао;D;20170914;000000;0.0626;0.06335;0.0622;0.06289;9699470000;608772160.9
ВТБ ао;D;20170915;000000;0.06278;0.06379;0.0616;0.0616;14547470000;912779335.3
ВТБ ао;D;20170918;000000;0.06211;0.06248;0.06199;0.06227;5779730000;359737031.1
ВТБ ао;D;20170919;000000;0.06227;0.06274;0.06137;0.06188;9887480000;612103989.6
ВТБ ао;D;20170920;000000;0.06198;0.06199;0.0611;0.0618;12842060000;789768966.7
ВТБ ао;D;20170921;000000;0.06178;0.06195;0.06126;0.06163;11160850000;687606899.1
ВТБ ао;D;20170922;000000;0.06156;0.06194;0.06105;0.06129;11143710000;684235137.2
ВТБ ао;D;20170925;000000;0.06134;0.06279;0.06119;0.06254;11604850000;719268677.6
ВТБ ао;D;20170926;000000;0.06261;0.06285;0.06211;0.06233;13010550000;812353143.2
ВТБ ао;D;20170927;000000;0.06233;0.06275;0.06157;0.06163;11268570000;697567571.8
ВТБ ао;D;20170928;000000;0.0618;0.06224;0.06165;0.06191;7394570000;458183313
ВТБ ао;D;20170929;000000;0.06205;0.06225;0.06159;0.06159;4168900000;258023655
ВТБ ао;D;20171002;000000;0.0617;0.06217;0.06124;0.06144;10804930000;665842400.8
ВТБ ао;D;20171003;000000;0.06155;0.062;0.06141;0.06161;5861660000;361701197.4
ВТБ ао;D;20171004;000000;0.0612;0.06159;0.0612;0.0614;5944340000;364969329.4
ВТБ ао;D;20171005;000000;0.06145;0.06146;0.06071;0.0612;12814350000;781576543.6
ВТБ ао;D;20171006;000000;0.06126;0.0621;0.06126;0.06145;18458440000;1139251611.3
ВТБ ао;D;20171009;000000;0.06159;0.0619;0.06135;0.06157;6813410000;419815447.2
ВТБ ао;D;20171010;000000;0.06161;0.0618;0.06131;0.06158;6061150000;372970389.7
ВТБ ао;D;20171011;000000;0.06169;0.06171;0.06118;0.06118;14957370000;918204601.4
ВТБ ао;D;20171012;000000;0.06116;0.06156;0.0611;0.0612;7088630000;434369394.1
ВТБ ао;D;20171013;000000;0.06134;0.06149;0.06084;0.061;6110830000;373505029.6
ВТБ ао;D;20171016;000000;0.06113;0.0615;0.06097;0.06115;6308590000;386303217.1
ВТБ ао;D;20171017;000000;0.06117;0.06122;0.06029;0.0606;5264980000;319704831
ВТБ ао;D;20171018;000000;0.06078;0.06105;0.06023;0.06023;5540460000;336077962.1
ВТБ ао;D;20171019;000000;0.06041;0.06068;0.0602;0.06021;7371390000;445338143
ВТБ ао;D;20171020;000000;0.0604;0.0607;0.06021;0.06025;5486710000;331326362.1
ВТБ ао;D;20171023;000000;0.06049;0.06069;0.0602;0.06025;4079550000;246271875.4
ВТБ ао;D;20171024;000000;0.06025;0.06104;0.06015;0.06104;5616210000;340257426.4
ВТБ ао;D;20171025;000000;0.06122;0.0614;0.06043;0.06043;7391110000;450527573.8
ВТБ ао;D;20171026;000000;0.06062;0.06068;0.06022;0.06022;5228600000;315676315.7
ВТБ ао;D;20171027;000000;0.06045;0.06084;0.06035;0.06049;6850200000;415242769.9
ВТБ ао;D;20171030;000000;0.0606;0.06069;0.06023;0.06023;5001110000;302383131.6
ВТБ ао;D;20171031;000000;0.06043;0.06058;0.06;0.06;6545270000;394152909
ВТБ ао;D;20171101;000000;0.06021;0.06075;0.05991;0.05995;7530390000;453197277.6
ВТБ ао;D;20171102;000000;0.05999;0.06003;0.05935;0.05976;6261530000;373539775.1
ВТБ ао;D;20171103;000000;0.05975;0.06037;0.0595;0.0595;7689080000;460028675.9
ВТБ ао;D;20171107;000000;0.05993;0.061;0.0597;0.06075;16911380000;1019560372.8
ВТБ ао;D;20171108;000000;0.06051;0.06089;0.0601;0.0601;7284310000;440575171.9
ВТБ ао;D;20171109;000000;0.06028;0.06241;0.06012;0.06127;31415920000;1933537760.1
ВТБ ао;D;20171110;000000;0.06136;0.06136;0.0601;0.06011;10769150000;652421824.3
ВТБ ао;D;20171113;000000;0.0601;0.06072;0.06001;0.06001;7094890000;427812364.5
ВТБ ао;D;20171114;000000;0.05991;0.06016;0.0588;0.0588;24025980000;1425379000.9
ВТБ ао;D;20171115;000000;0.05869;0.05901;0.05549;0.05549;29545350000;1679410670.9
ВТБ ао;D;20171116;000000;0.05539;0.05549;0.0501;0.05205;113671220000;5883167793
ВТБ ао;D;20171117;000000;0.0525;0.0538;0.05211;0.05338;40603970000;2154993426.6
ВТБ ао;D;20171120;000000;0.05335;0.05475;0.05311;0.05398;24380870000;1318469391.9
ВТБ ао;D;20171121;000000;0.0542;0.0545;0.05266;0.0532;22706150000;1211654163.8
ВТБ ао;D;20171122;000000;0.05338;0.05338;0.0522;0.0529;12903780000;680129194.8
ВТБ ао;D;20171123;000000;0.0527;0.0529;0.05174;0.05222;8143100000;426776324.4
ВТБ ао;D;20171124;000000;0.05214;0.0535;0.05214;0.05338;18574440000;983644300.6
ВТБ ао;D;20171127;000000;0.05332;0.05343;0.05236;0.05267;7689640000;405916938
ВТБ ао;D;20171128;000000;0.05266;0.05345;0.05239;0.0528;10514360000;555001875.1
ВТБ ао;D;20171129;000000;0.05298;0.05298;0.0522;0.0522;6829760000;358280837
ВТБ ао;D;20171130;000000;0.05233;0.05233;0.05039;0.05078;19296970000;985709206.9
ВТБ ао;D;20171201;000000;0.05109;0.05194;0.05011;0.0516;25524210000;1300614332.9
ВТБ ао;D;20171204;000000;0.05131;0.05162;0.05091;0.051;10376730000;532058263.2
ВТБ ао;D;20171205;000000;0.05091;0.05131;0.05059;0.05086;7476980000;380624127.4
ВТБ ао;D;20171206;000000;0.05079;0.05183;0.05064;0.0515;8119390000;417223103.7
ВТБ ао;D;20171207;000000;0.05168;0.05168;0.05088;0.05103;9199410000;471565530.1
ВТБ ао;D;20171208;000000;0.05103;0.05147;0.05066;0.05066;6705350000;341572390.6
ВТБ ао;D;20171211;000000;0.05086;0.0513;0.05071;0.05122;14926690000;761559681.3
ВТБ ао;D;20171212;000000;0.05135;0.0514;0.05084;0.05125;9464440000;483595797.8
ВТБ ао;D;20171213;000000;0.05091;0.05125;0.0501;0.0501;24031720000;1211548948
ВТБ ао;D;20171214;000000;0.05015;0.05086;0.04895;0.0504;34370400000;1716975150.5
ВТБ ао;D;20171215;000000;0.0503;0.0505;0.0499;0.05;13132150000;658074607
ВТБ ао;D;20171218;000000;0.0502;0.05049;0.0497;0.04987;10116840000;506567583.7
ВТБ ао;D;20171219;000000;0.04991;0.0501;0.04837;0.0484;20170420000;990823683.9
ВТБ ао;D;20171220;000000;0.04815;0.04835;0.04571;0.04591;56587310000;2628491880.7
ВТБ ао;D;20171221;000000;0.0458;0.04609;0.04421;0.04535;47160080000;2120145303.1
ВТБ ао;D;20171222;000000;0.04544;0.0472;0.04509;0.04655;31362250000;1453391876
ВТБ ао;D;20171225;000000;0.04689;0.0473;0.0463;0.0473;8181230000;383724399.4
ВТБ ао;D;20171226;000000;0.04729;0.04738;0.04671;0.04685;8946090000;420467314
ВТБ ао;D;20171227;000000;0.0468;0.04905;0.0465;0.04745;42724620000;2046661551.6
ВТБ ао;D;20171228;000000;0.04751;0.04779;0.04622;0.04696;18909720000;884723329.4
ВТБ ао;D;20171229;000000;0.047;0.04772;0.04657;0.04732;11846280000;558044512.2
ВТБ ао;D;20180103;000000;0.04733;0.0495;0.04722;0.0495;17351060000;843220389.7
ВТБ ао;D;20180104;000000;0.0495;0.05027;0.04911;0.05005;18109880000;901142815.8
ВТБ ао;D;20180105;000000;0.05028;0.05028;0.04951;0.0502;9403260000;469158792
ВТБ ао;D;20180109;000000;0.05039;0.05187;0.05032;0.0508;32082650000;1643982953.6
ВТБ ао;D;20180110;000000;0.051;0.0513;0.0504;0.05051;23707190000;1206268375.5
ВТБ ао;D;20180111;000000;0.0505;0.0507;0.04971;0.0505;22531410000;1134172517.8
ВТБ ао;D;20180112;000000;0.0506;0.05105;0.05008;0.05096;16350360000;826358480.2
ВТБ ао;D;20180115;000000;0.05122;0.05179;0.05081;0.05081;12950920000;663801621.6
ВТБ ао;D;20180116;000000;0.051;0.05103;0.05026;0.0509;15305000000;774523233.3
ВТБ ао;D;20180117;000000;0.05061;0.0517;0.05028;0.05139;23192990000;1181635821.3
ВТБ ао;D;20180118;000000;0.05135;0.05175;0.05045;0.0506;22574540000;1148776247.2
ВТБ ао;D;20180119;000000;0.05089;0.05093;0.0491;0.04965;19538840000;977781583
ВТБ ао;D;20180122;000000;0.04978;0.05025;0.04961;0.05014;11996060000;599096714.9
ВТБ ао;D;20180123;000000;0.05015;0.05025;0.04911;0.04978;14444060000;717396131.3
ВТБ ао;D;20180124;000000;0.04962;0.04967;0.04888;0.04902;14545340000;714582380.3
ВТБ ао;D;20180125;000000;0.0491;0.05045;0.04901;0.0499;29437540000;1466938703.5
ВТБ ао;D;20180126;000000;0.04981;0.04986;0.04871;0.04935;16639130000;819451406.9
ВТБ ао;D;20180129;000000;0.04919;0.04959;0.04874;0.049;11776860000;579307345.8
ВТБ ао;D;20180130;000000;0.04891;0.0495;0.04864;0.0488;10959050000;538931929.9
ВТБ ао;D;20180131;000000;0.04895;0.0494;0.04865;0.0494;9231420000;451905143.7
ВТБ ао;D;20180201;000000;0.04934;0.05009;0.04905;0.04938;23638640000;1167678720
ВТБ ао;D;20180202;000000;0.0494;0.04967;0.04875;0.0492;17542490000;861633984.2
ВТБ ао;D;20180205;000000;0.04883;0.04925;0.04853;0.04908;13536350000;663004416.5
ВТБ ао;D;20180206;000000;0.0484;0.04882;0.0468;0.04702;47781510000;2279009328.4
ВТБ ао;D;20180207;000000;0.04757;0.04795;0.04722;0.04761;14327120000;683221019.4
ВТБ ао;D;20180208;000000;0.04763;0.04884;0.04723;0.04751;31974490000;1530580496.2
ВТБ ао;D;20180209;000000;0.047;0.04749;0.0466;0.04707;28397130000;1339683828.5
ВТБ ао;D;20180212;000000;0.04754;0.04779;0.04695;0.04712;17212890000;814559626.3
ВТБ ао;D;20180213;000000;0.04719;0.04775;0.04705;0.04767;12207000000;578574338.2
ВТБ ао;D;20180214;000000;0.04771;0.04827;0.04721;0.0477;17793030000;848079285.1
ВТБ ао;D;20180215;000000;0.048;0.048;0.04732;0.04735;20529160000;977593330.6
ВТБ ао;D;20180216;000000;0.04737;0.0478;0.04736;0.0477;10440810000;497349240.3
ВТБ ао;D;20180219;000000;0.04755;0.04778;0.04723;0.04745;6341120000;301062437.1
ВТБ ао;D;20180220;000000;0.04746;0.04795;0.04736;0.04774;7623350000;363181808.9
ВТБ ао;D;20180221;000000;0.04765;0.04917;0.04761;0.0489;35538170000;1731354966
ВТБ ао;D;20180222;000000;0.04856;0.05295;0.04856;0.05175;71280420000;3646338377.7
ВТБ ао;D;20180226;000000;0.05297;0.05583;0.05255;0.05463;103495950000;5652448296.5
ВТБ ао;D;20180227;000000;0.05472;0.05489;0.05335;0.0538;43129190000;2334068391.4
ВТБ ао;D;20180228;000000;0.05361;0.05405;0.05261;0.05276;55940220000;2985402691.9
ВТБ ао;D;20180301;000000;0.05261;0.05317;0.0523;0.0525;25081050000;1321185833.2
ВТБ ао;D;20180302;000000;0.05276;0.05399;0.0521;0.05241;24080610000;1272886571.9
ВТБ ао;D;20180305;000000;0.0527;0.05342;0.05202;0.05246;19975150000;1054118077.2
