<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GC;D;220520;000000;1840.1;1847.8;1830.6;1845.1;100664
GC;D;220523;000000;1844.4;1864.3;1843.3;1854;121927
GC;D;220524;000000;1854;1869.1;1848.8;1861.1;118212
GC;D;220525;000000;1861.1;1861.8;1838.7;1848.7;105627
GC;D;220526;000000;1848.7;1854.6;1836.3;1852.4;75433
GC;D;220527;000000;1852.4;1860.7;1846.5;1850.6;11338
GC;D;220530;000000;1850.3;1862.1;1845.7;1854.8;15790
GC;D;220531;000000;1854.6;1860.2;1835.2;1839;130988
GC;D;220601;000000;1838.9;1853;1830.2;1847.2;142813
GC;D;220602;000000;1847.3;1878.6;1846.6;1872.3;125648
GC;D;220603;000000;1872.3;1872.5;1849.7;1853.9;93621
GC;D;220606;000000;1853.7;1861.2;1838.5;1842.4;104049
GC;D;220607;000000;1842.3;1858.2;1840.4;1848.8;110995
GC;D;220608;000000;1848.8;1862.4;1846.6;1857.5;93469
GC;D;220609;000000;1857.4;1857.6;1841.9;1846.9;117651
GC;D;220610;000000;1846.9;1879.6;1826.5;1875.2;242501
GC;D;220613;000000;1879;1882.5;1809.2;1826.8;252239
GC;D;220614;000000;1826.9;1833.3;1806.1;1816.8;144760
GC;D;220615;000000;1816.9;1845.4;1814.1;1834.6;190428
GC;D;220616;000000;1834.6;1861.5;1816.3;1844.6;174734
GC;D;220617;000000;1844.7;1855.9;1836.1;1841.9;119198
GC;D;220620;000000;1840.6;1848.4;1836.8;1842.3;56443
GC;D;220621;000000;1842.3;1846.2;1827.1;1829.4;121405
GC;D;220622;000000;1829.4;1850.3;1824.5;1834.3;134517
GC;D;220623;000000;1834.3;1848.9;1822.4;1826.2;159219
GC;D;220624;000000;1826.1;1833.7;1817.7;1828.1;115093
GC;D;220627;000000;1839.6;1842.8;1821.8;1827.3;138761
GC;D;220628;000000;1827.3;1830.7;1819.1;1821.5;77242
GC;D;220629;000000;1821.7;1834.9;1810.7;1817.9;141753
GC;D;220630;000000;1818;1826.8;1801.1;1801.5;188699
GC;D;220701;000000;1801.5;1813.6;1783.4;1812.9;184406
GC;D;220704;000000;1814.4;1815.2;1804.8;1811.4;59176
GC;D;220705;000000;1811.4;1812.7;1763;1767.4;202018
GC;D;220706;000000;1767.4;1770.7;1730.7;1743.9;182613
GC;D;220707;000000;1743.9;1748.2;1736.4;1740.4;121723
GC;D;220708;000000;1740.4;1751.7;1726;1740.9;126830
GC;D;220711;000000;1741.5;1743;1721.6;1731.5;130011
GC;D;220712;000000;1731.5;1737.9;1720.6;1725.2;118788
GC;D;220713;000000;1725.2;1744.3;1704.5;1730.1;205261
GC;D;220714;000000;1730.1;1730.4;1695;1706;199155
GC;D;220715;000000;1706;1712.3;1696.6;1706.5;139414
GC;D;220718;000000;1706.4;1722;1702.6;1707.1;131023
GC;D;220719;000000;1707.1;1716.4;1704.8;1710.3;105968
GC;D;220720;000000;1710.1;1712.7;1687.6;1689;133291
GC;D;220721;000000;1689;1719.5;1678.4;1712.5;203171
GC;D;220722;000000;1712.5;1738.3;1712;1725.3;137355
GC;D;220725;000000;1724.8;1734.6;1712.9;1722.2;108124
GC;D;220726;000000;1722.1;1725.8;1711.5;1714.6;79846
GC;D;220727;000000;1714.7;1740;1709.1;1735;87188
GC;D;220728;000000;1735;1780.2;1733.3;1779.1;26765
GC;D;220729;000000;1779.1;1784.6;1768.4;1782.7;119494
GC;D;220801;000000;1782.5;1797.3;1774.3;1790.9;144648
GC;D;220802;000000;1790.8;1805;1771.4;1785;166945
GC;D;220803;000000;1784.9;1789.4;1770;1787;129189
GC;D;220804;000000;1787;1812;1785.1;1809;140947
GC;D;220805;000000;1808.9;1809.6;1780.2;1792.4;146965
GC;D;220808;000000;1790.3;1806.9;1786.9;1802;108100
GC;D;220809;000000;1802;1817;1799.7;1807.4;110870
GC;D;220810;000000;1807.4;1824.6;1799.5;1801.1;149164
GC;D;220811;000000;1801.1;1814.9;1798.6;1806.5;109338
GC;D;220812;000000;1806.5;1819.1;1799.6;1818.9;101809
GC;D;220815;000000;1818.9;1818.9;1787.6;1796.2;143676
GC;D;220816;000000;1796.1;1797;1785.4;1790.1;85846
GC;D;220817;000000;1790.2;1796.6;1773.9;1775.9;137003
GC;D;220818;000000;1775.9;1786.3;1766.6;1767.2;123434
GC;D;220819;000000;1767.2;1772;1759.1;1760.3;115175
GC;D;220822;000000;1760.6;1762.1;1740.2;1751.2;146884
GC;D;220823;000000;1751.3;1767.5;1743.1;1758.1;136081
GC;D;220824;000000;1758.1;1770.7;1754.8;1769.2;110985
GC;D;220825;000000;1769.2;1778.8;1764.6;1770.2;109357
GC;D;220826;000000;1770.1;1771.3;1746.2;1750.8;157874
GC;D;220829;000000;1748.4;1757.9;1731.4;1747.1;163928
GC;D;220830;000000;1747.1;1749.8;1730.8;1735.3;121517
GC;D;220831;000000;1735.2;1738;1713;1715.2;172619
GC;D;220901;000000;1715.4;1719.7;1699.1;1710.3;176017
GC;D;220902;000000;1710.3;1729.5;1709.4;1722.6;151910
GC;D;220905;000000;1724.2;1737.4;1718.6;1729;71491
GC;D;220906;000000;1729.1;1731.7;1703.1;1704;146330
GC;D;220907;000000;1703.8;1731.2;1701.7;1725.7;160118
GC;D;220908;000000;1725.7;1739.4;1713.7;1729.9;178376
GC;D;220909;000000;1730;1740.5;1721.8;1727.6;129916
GC;D;220912;000000;1728.4;1746.4;1722.3;1731.9;165673
GC;D;220913;000000;1731.8;1742.9;1706.2;1710.4;220692
GC;D;220914;000000;1710.5;1717.3;1698.4;1701.9;145586
GC;D;220915;000000;1701.9;1702.4;1668.9;1672.7;247160
GC;D;220916;000000;1672.7;1689.9;1661.9;1684.5;183930
GC;D;220919;000000;1685.4;1688.8;1667.6;1685.3;147965
GC;D;220920;000000;1685.4;1685.6;1668.1;1671.7;131661
GC;D;220921;000000;1671.7;1696.9;1661.3;1668.3;225992
GC;D;220922;000000;1668.1;1693.5;1663.3;1677;212305
GC;D;220923;000000;1677.2;1682.3;1646.6;1651.7;208348
GC;D;220926;000000;1651;1657.2;1627.7;1638.1;219958
GC;D;220927;000000;1638.1;1650.1;1629.9;1631.6;179121
GC;D;220928;000000;1631.6;1671.6;1622.2;1662.8;251116
GC;D;220929;000000;1662.9;1673.6;1649.3;1670.1;184754
GC;D;220930;000000;1670.1;1684.4;1668.1;1668.3;158383
GC;D;221003;000000;1670.5;1711.6;1666.5;1708.8;216643
GC;D;221004;000000;1708.8;1738.7;1706.4;1728.2;189104
GC;D;221005;000000;1728.2;1736.6;1708.8;1730.7;161311
GC;D;221006;000000;1730.8;1734.2;1714.8;1717.6;127412
GC;D;221007;000000;1717.7;1722.8;1698.4;1701.8;139193
GC;D;221010;000000;1703.4;1707.4;1667.9;1670.7;167007
GC;D;221011;000000;1670.7;1691.3;1667.5;1672;157548
GC;D;221012;000000;1672.1;1685.1;1671.5;1675.7;62300
GC;D;221013;000000;1675.7;1688.9;1648.3;1674.9;228950
GC;D;221014;000000;1675.1;1677.8;1645.6;1650.2;154290
GC;D;221017;000000;1649.9;1674.3;1649.1;1657.8;159178
GC;D;221018;000000;1657.9;1666;1650.6;1654.2;152569
GC;D;221019;000000;1654.2;1654.4;1626.3;1630.2;174522
GC;D;221020;000000;1630.2;1650.3;1624.6;1625.6;153447
GC;D;221021;000000;1625.6;1663.1;1621.1;1662.5;234237
GC;D;221024;000000;1662.9;1675.5;1648;1655.9;174339
GC;D;221025;000000;1655.8;1666.8;1641.2;1661.3;158777
GC;D;221026;000000;1661.4;1679.4;1659.4;1668.5;168905
GC;D;221027;000000;1668.6;1673.6;1658.5;1668.7;171202
GC;D;221028;000000;1668.7;1669.4;1640.7;1648.3;166735
GC;D;221031;000000;1647.2;1648.5;1633.6;1640.4;131625
GC;D;221101;000000;1640.5;1660.3;1639.5;1653.8;169647
GC;D;221102;000000;1653.8;1673.1;1634.1;1640;197344
GC;D;221103;000000;1639.9;1642.4;1618.3;1641.3;209909
GC;D;221104;000000;1641.3;1686.4;1640.7;1685.7;246547
GC;D;221107;000000;1678.6;1685.6;1670;1672.7;154588
GC;D;221108;000000;1672.7;1720.4;1667.1;1711.4;250056
GC;D;221109;000000;1711.4;1725.8;1705.1;1712.8;181865
GC;D;221110;000000;1712.7;1760.6;1706.7;1756.1;246892
GC;D;221111;000000;1756.1;1775.6;1755.7;1774.2;162821
GC;D;221114;000000;1769.4;1778.4;1755.8;1774;175484
GC;D;221115;000000;1774;1791.8;1771;1775.1;207798
GC;D;221116;000000;1775.2;1788.2;1764.7;1765;149307
GC;D;221117;000000;1765;1774.7;1756.6;1764.7;139291
GC;D;221118;000000;1764.6;1769.9;1749.2;1752;102034
GC;D;221121;000000;1752;1755;1733.9;1746.1;126377
GC;D;221122;000000;1746.2;1751;1733;1735.2;110427
GC;D;221123;000000;1735.2;1757;1719;1756;126637
GC;D;221124;000000;1756;1761.2;1752.1;1758.7;46643
GC;D;221125;000000;1758.5;1759.2;1745.9;1755;52669
GC;D;221128;000000;1755;1763.5;1737.9;1752.5;90763
GC;D;221129;000000;1752.6;1769.1;1745.8;1767.8;17038
