<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDRUB;D;220211;000000;75.0196;77.79;74.7616;77.2928;807108
USDRUB;D;220213;000000;77.075;77.64;77.075;77.5693;390
USDRUB;D;220214;000000;77.5723;78.1747;75.911;76.4733;1071320
USDRUB;D;220215;000000;76.4739;77.011;75.069;75.4773;864788
USDRUB;D;220216;000000;75.405;75.7062;74.7825;75.0684;845290
USDRUB;D;220217;000000;76.2508;76.2508;76.2508;76.2508;0
USDRUB;D;220218;000000;77.3489;77.3489;77.3489;77.3489;0
USDRUB;D;220220;000000;77.164;78.203;77.164;78.0533;494
USDRUB;D;220221;000000;77.913;80.5818;76.1;80.3536;1154802
USDRUB;D;220222;000000;80.3563;80.96418;78.442;78.8413;853964
USDRUB;D;220223;000000;78.694;78.694;78.694;78.694;1
USDRUB;D;220224;000000;81.121;89.994;80.487;84.9539;115289
USDRUB;D;220225;000000;85.3165;85.3165;83.8608;83.8608;1
USDRUB;D;220227;000000;83.28;84;83.28;83.9043;37
USDRUB;D;220228;000000;83.9089;110.5;83.28;104.2585;12470
USDRUB;D;220301;000000;104.2605;117.0465;89.397;108.4769;6603
USDRUB;D;220302;000000;103.3505;103.3505;103.3505;103.3505;0
USDRUB;D;220303;000000;101.25;118.675;96.75;108.75;9146
USDRUB;D;220304;000000;121.7875;121.7875;121.7875;121.7875;0
USDRUB;D;220306;000000;121.7875;122.4875;121.7875;121.7875;6
USDRUB;D;220307;000000;138.25;138.25;138.25;138.25;0
USDRUB;D;220308;000000;125;125;125;125;0
USDRUB;D;220309;000000;125.5;138.25;115.297;133.5;1804
USDRUB;D;220310;000000;128.5;138.25;115.7185;129.5;5394
USDRUB;D;220311;000000;128;134.25;112.097;133.25;1347
USDRUB;D;220313;000000;128;132.9936;128;132.9316;16
USDRUB;D;220314;000000;117.25;117.25;117.25;117.25;1
USDRUB;D;220315;000000;104.75;104.75;104.75;104.75;0
USDRUB;D;220316;000000;108.75;109;93.75;95.75;2441
USDRUB;D;220317;000000;102;102;102;102;0
USDRUB;D;220318;000000;103;103;103;103;0
USDRUB;D;220320;000000;101.1248;101.1248;100.35;101.0982;10
USDRUB;D;220321;000000;105.9;105.9;105.9;105.9;0
USDRUB;D;220322;000000;103.3;107.75;101.5;105.9931;2228
USDRUB;D;220323;000000;95.25;95.25;95.25;95.25;0
USDRUB;D;220324;000000;97.75;102.2572;94.625;102.2056;475
USDRUB;D;220325;000000;101.25;101.25;101.25;101.25;0
USDRUB;D;220327;000000;100.125;100.9007;99.375;100.9007;19
USDRUB;D;220328;000000;94.5;94.5;94.5;94.5;0
USDRUB;D;220329;000000;85;85;85;85;0
USDRUB;D;220330;000000;84.2;84.8724;83.4902;83.4902;4
USDRUB;D;220331;000000;81.7387;81.7387;81.7387;81.7387;0
USDRUB;D;220401;000000;82.771;85;81.75;85;6
USDRUB;D;220403;000000;83.5;84.0186;80.05;82.75;30
USDRUB;D;220404;000000;83.882;83.882;83.2476;83.2476;2
USDRUB;D;220405;000000;82.75;85.3935;81.625;83.9925;732
USDRUB;D;220406;000000;82.1117;82.1117;82.1117;82.1117;0
USDRUB;D;220407;000000;79.881;79.892;79.2467;79.2467;3
USDRUB;D;220408;000000;79.5;79.5;79.5;79.5;0
USDRUB;D;220410;000000;78.35;80.3598;78.35;80.25;19
USDRUB;D;220411;000000;83.4979;83.4979;83.4979;83.4979;0
USDRUB;D;220412;000000;85.3613;85.3613;85.3613;85.3613;0
USDRUB;D;220413;000000;82.4;82.4;82.4;82.4;0
USDRUB;D;220414;000000;81.875;81.875;81.875;81.875;0
USDRUB;D;220415;000000;82.75;82.75;82.75;82.75;0
USDRUB;D;220417;000000;82.25;82.75;81.25;82.75;7
USDRUB;D;220418;000000;80.375;80.375;80.375;80.375;0
USDRUB;D;220419;000000;80.375;80.7449;80;80.7449;5
USDRUB;D;220420;000000;80;84.374;79.05;82.25;1483
USDRUB;D;220421;000000;80.8775;80.8775;80.8775;80.8775;0
USDRUB;D;220422;000000;76.625;76.625;76.625;76.625;0
USDRUB;D;220424;000000;76.875;77.3864;76.625;76.625;17
USDRUB;D;220425;000000;75.149;75.149;75.149;75.149;0
USDRUB;D;220426;000000;74.248;74.248;74.248;74.248;0
USDRUB;D;220427;000000;75.25;75.7325;71.275;73.881;1204
USDRUB;D;220428;000000;72.7515;72.7515;72.7515;72.7515;0
USDRUB;D;220429;000000;70.6;70.6;70.6;70.6;0
USDRUB;D;220502;000000;70.5749;70.5749;70.5749;70.5749;0
USDRUB;D;220503;000000;68.251;68.251;68.251;68.251;0
USDRUB;D;220504;000000;66.4872;66.4872;66.4872;66.4872;0
USDRUB;D;220505;000000;64.775;64.775;64.775;64.775;0
USDRUB;D;220506;000000;67.5;67.5;67.5;67.5;0
USDRUB;D;220509;000000;70.1158;70.1158;70.1158;70.1158;0
USDRUB;D;220510;000000;68.749;70.1212;68.749;70.1212;1
USDRUB;D;220511;000000;66.7325;66.7325;66.7325;66.7325;0
USDRUB;D;220512;000000;66.0005;67;63;65.1145;1078
USDRUB;D;220513;000000;64.5;64.5;64.5;64.5;0
USDRUB;D;220516;000000;63.875;63.875;63.875;63.875;0
USDRUB;D;220517;000000;65.475;65.475;65.475;65.475;0
USDRUB;D;220518;000000;64.7442;64.7442;64.7442;64.7442;0
USDRUB;D;220519;000000;64;64.875;59.235;62.1176;1357
USDRUB;D;220520;000000;61.25;61.25;61.25;61.25;0
USDRUB;D;220522;000000;60.125;60.8947;60;60.8394;19
USDRUB;D;220523;000000;59.985;60.533;55.375;58.5856;1241
USDRUB;D;220524;000000;56.375;56.375;56.375;56.375;0
USDRUB;D;220525;000000;59.589;59.589;59.589;59.589;0
USDRUB;D;220526;000000;63.925;63.925;63.925;63.925;0
USDRUB;D;220527;000000;65.75;65.75;65.75;65.75;0
USDRUB;D;220529;000000;65.75;65.75;65.75;65.75;4
USDRUB;D;220530;000000;63.9931;63.9931;63.9931;63.9931;0
USDRUB;D;220531;000000;62;62;62;62;0
USDRUB;D;220601;000000;62.75;62.75;62.75;62.75;0
USDRUB;D;220602;000000;63.75;64.033;61;62.75;585
USDRUB;D;220603;000000;62.61;62.61;62.61;62.61;0
USDRUB;D;220605;000000;63.25;63.257;62.25;63;18
USDRUB;D;220606;000000;60.875;60.875;60.875;60.875;0
USDRUB;D;220607;000000;61;61;61;61;0
USDRUB;D;220608;000000;60.24;60.24;60.24;60.24;0
USDRUB;D;220609;000000;60.2475;60.2475;55.375;58.0124;1118
USDRUB;D;220610;000000;55.125;55.125;55.125;55.125;0
USDRUB;D;220612;000000;57.5;57.5;57.5;57.5;3
USDRUB;D;220613;000000;57.5;58.187;55.7875;57.4804;936
USDRUB;D;220614;000000;58;58;58;58;0
USDRUB;D;220615;000000;57.2281;57.2281;57.2281;57.2281;0
USDRUB;D;220616;000000;58.4969;58.4969;58.4969;58.4969;0
USDRUB;D;220617;000000;56.5;56.5;56.5;56.5;0
USDRUB;D;220619;000000;56;56.501;56;56;7
USDRUB;D;220620;000000;54.75;54.75;54.75;54.75;0
USDRUB;D;220621;000000;55.6944;55.915;53.125;53.125;45
USDRUB;D;220622;000000;54;54;54;54;0
USDRUB;D;220623;000000;53.9974;53.9974;53.9974;53.9974;0
USDRUB;D;220624;000000;53.6;53.6;53.6;53.6;0
USDRUB;D;220626;000000;52.65;53.3983;52.65;53.3708;15
USDRUB;D;220627;000000;53.1;53.1;53.1;53.1;0
USDRUB;D;220628;000000;53.1;53.833;52.675;53;106
USDRUB;D;220629;000000;51.9806;51.9806;51.9806;51.9806;0
USDRUB;D;220630;000000;54.25;54.25;54.25;54.25;0
USDRUB;D;220701;000000;54.65;55.25;54.65;55.25;1
USDRUB;D;220703;000000;53.9999;53.9999;53.9433;53.9495;12
USDRUB;D;220704;000000;55.25;55.25;55.25;55.25;0
USDRUB;D;220705;000000;61.75;61.75;61.75;61.75;0
USDRUB;D;220706;000000;62.75;62.75;62.75;62.75;0
USDRUB;D;220707;000000;63.061;63.061;63.061;63.061;0
USDRUB;D;220708;000000;63;63;63;63;0
USDRUB;D;220710;000000;64.15;64.9087;64.15;64.9074;13
USDRUB;D;220711;000000;64.25;64.25;64.25;64.25;0
USDRUB;D;220712;000000;58.4175;58.4175;58.4175;58.4175;0
USDRUB;D;220713;000000;58.4689;58.4689;58.4689;58.4689;0
USDRUB;D;220714;000000;59.205;59.205;59.205;59.205;0
USDRUB;D;220715;000000;55.75;55.75;55.75;55.75;0
USDRUB;D;220717;000000;55.5;55.5;55.5;55.5;10
USDRUB;D;220718;000000;56.9926;56.9926;56.9926;56.9926;0
USDRUB;D;220719;000000;56;56.493;55.2;56.493;4
USDRUB;D;220720;000000;55.35;55.35;54.25;54.25;1
USDRUB;D;220721;000000;57.9908;57.9908;57.9908;57.9908;0
USDRUB;D;220722;000000;57.925;57.925;57.925;57.925;0
USDRUB;D;220724;000000;58.1206;58.1206;58.1206;58.1206;1
USDRUB;D;220725;000000;58.4864;58.4864;58.4864;58.4864;0
USDRUB;D;220726;000000;60.1138;60.1138;60.1138;60.1138;0
USDRUB;D;220727;000000;59.3476;59.3476;59.3476;59.3476;0
