<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<AMOUNT>;<VOLUME>
ВТБ ао;D;04/08/23;000000;0.0271;0.02755;0.02594;0.026525;392415670000;10533087270.5
ВТБ ао;D;07/08/23;000000;0.02662;0.02704;0.02563;0.026075;205075020000;5431305900.1
ВТБ ао;D;08/08/23;000000;0.02601;0.02666;0.0254;0.02666;221939250000;5785700759.65
ВТБ ао;D;09/08/23;000000;0.026705;0.026965;0.02624;0.026545;121364110000;3227335659.2
ВТБ ао;D;10/08/23;000000;0.02672;0.0288;0.026525;0.02855;649697540000;18133724316.5
ВТБ ао;D;11/08/23;000000;0.02854;0.02882;0.02808;0.0283;248281190000;7039801886.15
ВТБ ао;D;14/08/23;000000;0.028675;0.02879;0.02727;0.02746;303299500000;8508148291.4
ВТБ ао;D;15/08/23;000000;0.0272;0.02799;0.027055;0.027195;192669990000;5325058239.9
ВТБ ао;D;16/08/23;000000;0.027335;0.027405;0.026255;0.026775;222547540000;5954005546.4
ВТБ ао;D;17/08/23;000000;0.02701;0.02808;0.026555;0.027845;204891540000;5575838260.2
ВТБ ао;D;18/08/23;000000;0.02799;0.02832;0.027605;0.02796;196579970000;5494982085.05
ВТБ ао;D;21/08/23;000000;0.02813;0.02824;0.027715;0.02787;103987910000;2906776312.25
ВТБ ао;D;22/08/23;000000;0.02785;0.0279;0.027505;0.027735;97875470000;2709701578.55
ВТБ ао;D;23/08/23;000000;0.027815;0.027815;0.02677;0.02702;160730700000;4387752028.55
ВТБ ао;D;24/08/23;000000;0.0272;0.02765;0.026905;0.027625;101410180000;2769449362.25
ВТБ ао;D;25/08/23;000000;0.027615;0.028045;0.0275;0.027855;112752270000;3136959619.8
ВТБ ао;D;28/08/23;000000;0.027965;0.0285;0.02795;0.028435;138460850000;3909257550.25
ВТБ ао;D;29/08/23;000000;0.028435;0.02864;0.02805;0.02824;125280620000;3552215301.35
ВТБ ао;D;30/08/23;000000;0.028375;0.028375;0.02785;0.0281;85880150000;2413618419.2
ВТБ ао;D;31/08/23;000000;0.028185;0.029175;0.02815;0.028825;264299810000;7613687845.3
ВТБ ао;D;01/09/23;000000;0.02881;0.02899;0.028575;0.02879;87166090000;2508006412.85
ВТБ ао;D;04/09/23;000000;0.028995;0.029385;0.02889;0.029295;138413570000;4035096545.5
ВТБ ао;D;05/09/23;000000;0.02928;0.029315;0.0287;0.028995;150586110000;4365688474.3
ВТБ ао;D;06/09/23;000000;0.028995;0.028995;0.028315;0.028515;98856220000;2831076192.45
ВТБ ао;D;07/09/23;000000;0.0285;0.028715;0.027075;0.027545;231468320000;6460995135.2
ВТБ ао;D;08/09/23;000000;0.02767;0.02774;0.026735;0.02719;162716390000;4425432189.3
ВТБ ао;D;11/09/23;000000;0.02705;0.027545;0.02652;0.026665;171199450000;4603240750.35
ВТБ ао;D;12/09/23;000000;0.02693;0.02742;0.0267;0.027355;131456480000;3569190941.4
ВТБ ао;D;13/09/23;000000;0.0274;0.027575;0.026555;0.02667;108351140000;2933635646.1
ВТБ ао;D;14/09/23;000000;0.026705;0.02682;0.025925;0.026605;162235590000;4281722907.3
ВТБ ао;D;15/09/23;000000;0.026665;0.02718;0.02649;0.027085;111822750000;3008098587.45
ВТБ ао;D;18/09/23;000000;0.027245;0.027375;0.02667;0.02687;95815130000;2588042760.6
ВТБ ао;D;19/09/23;000000;0.02687;0.02687;0.02563;0.02567;203414590000;5325106819.75
ВТБ ао;D;20/09/23;000000;0.02562;0.026;0.024905;0.02554;231455670000;5898938039.1
ВТБ ао;D;21/09/23;000000;0.02549;0.02567;0.024515;0.0246;165963860000;4154300955.85
ВТБ ао;D;22/09/23;000000;0.02471;0.02525;0.02448;0.025125;147068200000;3662959480.7
ВТБ ао;D;25/09/23;000000;0.0252;0.02535;0.024855;0.02512;84521590000;2121058381.75
ВТБ ао;D;26/09/23;000000;0.025065;0.025715;0.02468;0.0255;132158130000;3330933454.4
ВТБ ао;D;27/09/23;000000;0.0256;0.025885;0.02534;0.025615;92623270000;2374993372.3
ВТБ ао;D;28/09/23;000000;0.02562;0.025985;0.02544;0.025805;104239250000;2681841949.5
ВТБ ао;D;29/09/23;000000;0.025905;0.0261;0.02555;0.0257;96276770000;2487369889.25
ВТБ ао;D;02/10/23;000000;0.02575;0.02587;0.0252;0.02531;87956350000;2243610074.1
ВТБ ао;D;03/10/23;000000;0.02526;0.02538;0.024895;0.02519;91104920000;2289806603.55
ВТБ ао;D;04/10/23;000000;0.02511;0.02538;0.0248;0.02489;73510180000;1841293547.6
ВТБ ао;D;05/10/23;000000;0.02488;0.025025;0.02463;0.024795;75681230000;1877341655.95
ВТБ ао;D;06/10/23;000000;0.02498;0.02517;0.02464;0.02515;78629930000;1956274748.85
ВТБ ао;D;09/10/23;000000;0.02537;0.025585;0.025235;0.02547;135209930000;3437478921
ВТБ ао;D;10/10/23;000000;0.02545;0.025525;0.02525;0.02534;62311940000;1580844170.7
ВТБ ао;D;11/10/23;000000;0.0254;0.02547;0.02474;0.024845;87528150000;2207943435.8
ВТБ ао;D;12/10/23;000000;0.024845;0.025195;0.02475;0.025175;63007420000;1576299586.9
ВТБ ао;D;13/10/23;000000;0.025105;0.02564;0.02504;0.02538;81731370000;2070230478.7
ВТБ ао;D;16/10/23;000000;0.02549;0.02614;0.02544;0.02598;120480210000;3105797439.2
ВТБ ао;D;17/10/23;000000;0.02597;0.026475;0.02585;0.026195;139787150000;3672432795
ВТБ ао;D;18/10/23;000000;0.026255;0.026395;0.02576;0.02612;91303270000;2383121770.65
ВТБ ао;D;19/10/23;000000;0.02605;0.02639;0.025865;0.02617;68493140000;1791002747.2
ВТБ ао;D;20/10/23;000000;0.026225;0.026225;0.02573;0.025995;88342450000;2291369873.8
ВТБ ао;D;23/10/23;000000;0.02606;0.0263;0.025965;0.02611;63592440000;1663168235.5
ВТБ ао;D;24/10/23;000000;0.026095;0.026765;0.025985;0.026615;107873830000;2855281388.7
ВТБ ао;D;25/10/23;000000;0.02661;0.02687;0.0263;0.026395;94874290000;2523553665.25
ВТБ ао;D;26/10/23;000000;0.026475;0.02654;0.0255;0.02555;158898870000;4123060986.7
ВТБ ао;D;27/10/23;000000;0.02563;0.0257;0.02495;0.02533;140133650000;3549245238.6
ВТБ ао;D;30/10/23;000000;0.02528;0.02549;0.025095;0.02516;52501880000;1327604569.35
ВТБ ао;D;31/10/23;000000;0.0251;0.02541;0.0249;0.025315;79536410000;2000483920.85
ВТБ ао;D;01/11/23;000000;0.025345;0.025545;0.02512;0.0252;71111550000;1802836408.8
ВТБ ао;D;02/11/23;000000;0.02526;0.025335;0.02492;0.025055;64684470000;1626005109.05
ВТБ ао;D;03/11/23;000000;0.025055;0.02512;0.024695;0.0249;65115380000;1619594262.85
ВТБ ао;D;06/11/23;000000;0.024935;0.02537;0.024905;0.025365;40091670000;1008174906.8
ВТБ ао;D;07/11/23;000000;0.025355;0.025545;0.025105;0.02517;65604210000;1658510110.2
ВТБ ао;D;08/11/23;000000;0.02518;0.025445;0.025055;0.025215;62788560000;1586075236.4
ВТБ ао;D;09/11/23;000000;0.025215;0.025265;0.02494;0.025005;52172840000;1307551263.2
ВТБ ао;D;10/11/23;000000;0.02509;0.025145;0.024845;0.024905;55638390000;1391409831.5
ВТБ ао;D;13/11/23;000000;0.02491;0.025;0.024705;0.024775;54271410000;1349446390.7
ВТБ ао;D;14/11/23;000000;0.0247;0.0247;0.02401;0.024105;123682620000;3005025913.75
ВТБ ао;D;15/11/23;000000;0.02409;0.024625;0.024055;0.024435;84636010000;2059524125.15
ВТБ ао;D;16/11/23;000000;0.02445;0.024575;0.0241;0.02415;42933720000;1044807660
ВТБ ао;D;17/11/23;000000;0.024145;0.02444;0.02394;0.024385;59523010000;1440005078.55
ВТБ ао;D;20/11/23;000000;0.02445;0.024595;0.02422;0.024415;42648690000;1040220895.65
ВТБ ао;D;21/11/23;000000;0.02434;0.02455;0.024255;0.02448;34186540000;833790597.65
ВТБ ао;D;22/11/23;000000;0.0245;0.0252;0.024485;0.0252;94697980000;2358445594.95
ВТБ ао;D;23/11/23;000000;0.0252;0.0253;0.02486;0.02491;56023260000;1402971493.55
ВТБ ао;D;24/11/23;000000;0.02493;0.02516;0.02471;0.024845;61265260000;1527687683
ВТБ ао;D;27/11/23;000000;0.024885;0.024995;0.02425;0.0243;69274040000;1704838730.7
ВТБ ао;D;28/11/23;000000;0.024425;0.02443;0.02378;0.02413;75448550000;1812443926.5
ВТБ ао;D;29/11/23;000000;0.02416;0.024295;0.02386;0.0239;43817200000;1052015303.55
ВТБ ао;D;30/11/23;000000;0.02387;0.02395;0.0235;0.023885;72939750000;1729579065.65
ВТБ ао;D;01/12/23;000000;0.02388;0.024125;0.02352;0.02361;60771530000;1446224853.55
ВТБ ао;D;04/12/23;000000;0.023595;0.023595;0.02247;0.022545;110798930000;2560677238.7
ВТБ ао;D;05/12/23;000000;0.02266;0.0229;0.02233;0.022885;98819340000;2239392248.85
ВТБ ао;D;06/12/23;000000;0.02288;0.022965;0.021945;0.02207;129074380000;2878086976.2
ВТБ ао;D;07/12/23;000000;0.02215;0.022865;0.022025;0.02246;148699410000;3332433622.1
ВТБ ао;D;08/12/23;000000;0.0225;0.02264;0.022125;0.02233;64922050000;1451980452.35
ВТБ ао;D;11/12/23;000000;0.022365;0.022595;0.02196;0.022045;105395810000;2349349545.9
ВТБ ао;D;12/12/23;000000;0.02205;0.022895;0.02205;0.02235;141251240000;3174929072.25
ВТБ ао;D;13/12/23;000000;0.02227;0.022785;0.02217;0.022785;75477780000;1701679581.55
ВТБ ао;D;14/12/23;000000;0.02288;0.02315;0.022405;0.0226;93263860000;2129580425.6
ВТБ ао;D;15/12/23;000000;0.02258;0.02362;0.022485;0.023485;129754540000;3004327758.7
ВТБ ао;D;18/12/23;000000;0.02358;0.02393;0.023305;0.02346;101620620000;2402246428.3
ВТБ ао;D;19/12/23;000000;0.02324;0.02357;0.02307;0.02355;75533400000;1760250681.9
ВТБ ао;D;20/12/23;000000;0.02355;0.023675;0.02325;0.023305;54064580000;1268005444.95
ВТБ ао;D;21/12/23;000000;0.0233;0.02345;0.02275;0.022935;96490640000;2225134473.5
ВТБ ао;D;22/12/23;000000;0.022985;0.023305;0.022815;0.022975;101076090000;2330356746.85
ВТБ ао;D;25/12/23;000000;0.02305;0.02323;0.022795;0.023195;62096410000;1427934568.4
ВТБ ао;D;26/12/23;000000;0.02314;0.023265;0.022965;0.02316;62728940000;1449800104.3
ВТБ ао;D;27/12/23;000000;0.02319;0.023195;0.02282;0.022875;59591860000;1370820897.45
ВТБ ао;D;28/12/23;000000;0.022955;0.02299;0.022645;0.022695;52271220000;1190856857.8
ВТБ ао;D;29/12/23;000000;0.02273;0.02305;0.02265;0.02268;54877170000;1253676505.25
ВТБ ао;D;03/01/24;000000;0.022715;0.02304;0.02271;0.023025;36210160000;829598515
ВТБ ао;D;04/01/24;000000;0.023025;0.023195;0.02297;0.02311;29864140000;689707467.55
ВТБ ао;D;05/01/24;000000;0.0231;0.024055;0.02308;0.024;152250320000;3608846863.15
ВТБ ао;D;08/01/24;000000;0.02405;0.0249;0.024015;0.024855;179298410000;4398224643.65
ВТБ ао;D;09/01/24;000000;0.024915;0.02494;0.02447;0.0247;88003570000;2171111269.8
ВТБ ао;D;10/01/24;000000;0.0247;0.02485;0.024235;0.024435;70118070000;1721813372.15
ВТБ ао;D;11/01/24;000000;0.0245;0.025335;0.024275;0.02519;186561810000;4672099800.55
ВТБ ао;D;12/01/24;000000;0.02526;0.02535;0.02492;0.025025;64229710000;1612345242.65
ВТБ ао;D;15/01/24;000000;0.025055;0.025195;0.02472;0.02486;63066930000;1575041268.65
ВТБ ао;D;16/01/24;000000;0.02487;0.02517;0.024535;0.024985;74801180000;1862111421.9
ВТБ ао;D;17/01/24;000000;0.02504;0.02534;0.02494;0.024995;89421770000;2245921927.65
ВТБ ао;D;18/01/24;000000;0.025;0.025075;0.024485;0.024515;77415460000;1919055958.65
ВТБ ао;D;19/01/24;000000;0.024565;0.02484;0.024405;0.02455;71118740000;1750884472.05
ВТБ ао;D;22/01/24;000000;0.0246;0.024985;0.024425;0.024835;48144060000;1186285811.5
ВТБ ао;D;23/01/24;000000;0.024875;0.02495;0.024525;0.024595;50751410000;1252620564.1
ВТБ ао;D;24/01/24;000000;0.02462;0.024795;0.02402;0.02417;106900820000;2600660418.9
ВТБ ао;D;25/01/24;000000;0.0242;0.02446;0.024035;0.024395;64208690000;1557175141.4
ВТБ ао;D;26/01/24;000000;0.024395;0.02458;0.024115;0.02415;53177610000;1293221518.35
ВТБ ао;D;29/01/24;000000;0.024185;0.024455;0.024175;0.024365;43521480000;1058522836.75
ВТБ ао;D;30/01/24;000000;0.0244;0.024785;0.024385;0.024525;85213070000;2094176466.65
ВТБ ао;D;31/01/24;000000;0.02459;0.02469;0.02441;0.024575;59112840000;1451279186.75
ВТБ ао;D;01/02/24;000000;0.02466;0.02485;0.0245;0.024625;68349610000;1686048350.5
ВТБ ао;D;02/02/24;000000;0.024625;0.02464;0.02434;0.02444;44656830000;1092546165.75
ВТБ ао;D;05/02/24;000000;0.02444;0.024635;0.024335;0.024455;48126380000;1178868113.85
ВТБ ао;D;06/02/24;000000;0.024465;0.02454;0.024205;0.02438;49698230000;1210183150.65
ВТБ ао;D;07/02/24;000000;0.0244;0.02478;0.02436;0.02469;118896510000;2925535637.2
ВТБ ао;D;08/02/24;000000;0.02472;0.02499;0.02423;0.02426;142694950000;3510477242.15
ВТБ ао;D;09/02/24;000000;0.024275;0.024495;0.02408;0.02433;59885640000;1455803103.95
ВТБ ао;D;12/02/24;000000;0.024435;0.02458;0.02438;0.024465;54391690000;1331818947.85
ВТБ ао;D;13/02/24;000000;0.024535;0.02469;0.0242;0.024395;80941840000;1978566294.3
ВТБ ао;D;14/02/24;000000;0.02446;0.02461;0.02435;0.0245;115008520000;2815977931.35
ВТБ ао;D;15/02/24;000000;0.02451;0.024545;0.02426;0.024385;77521350000;1889813200.95
ВТБ ао;D;16/02/24;000000;0.024415;0.02481;0.024055;0.02425;210783070000;5153509058.4
ВТБ ао;D;19/02/24;000000;0.02436;0.02505;0.024245;0.02494;295361530000;7306307952.15
ВТБ ао;D;20/02/24;000000;0.024975;0.024975;0.02329;0.023575;461548220000;11129669422.5
ВТБ ао;D;21/02/24;000000;0.0236;0.02385;0.02279;0.0231;320266570000;7476202586
ВТБ ао;D;22/02/24;000000;0.023135;0.023555;0.022905;0.02319;146267900000;3403274341.6
ВТБ ао;D;26/02/24;000000;0.02385;0.02385;0.023425;0.0236;118346630000;2795735532.75
ВТБ ао;D;27/02/24;000000;0.02361;0.023685;0.023255;0.023385;83096510000;1947994010.85
ВТБ ао;D;28/02/24;000000;0.0234;0.023555;0.023175;0.02331;71330480000;1668037259.75
ВТБ ао;D;29/02/24;000000;0.023325;0.02357;0.02317;0.023425;95813610000;2240049111.8
ВТБ ао;D;01/03/24;000000;0.02343;0.02399;0.02336;0.023655;226717350000;5384012512.55
ВТБ ао;D;04/03/24;000000;0.02379;0.02387;0.023665;0.02378;78796360000;1872747590.45
ВТБ ао;D;05/03/24;000000;0.02381;0.02383;0.023455;0.023505;76806770000;1813916016.4
ВТБ ао;D;06/03/24;000000;0.02353;0.02367;0.0234;0.02344;61023230000;1436972780.65
ВТБ ао;D;07/03/24;000000;0.023495;0.02357;0.0232;0.02331;63632030000;1486629181.55
ВТБ ао;D;11/03/24;000000;0.023405;0.0235;0.023205;0.02333;59157950000;1380500813.65
ВТБ ао;D;12/03/24;000000;0.02334;0.0234;0.023065;0.023395;61963820000;1440336725.8
ВТБ ао;D;13/03/24;000000;0.0234;0.023525;0.02328;0.023385;58639050000;1373027714.4
ВТБ ао;D;14/03/24;000000;0.023375;0.02343;0.02301;0.02309;66786660000;1547607251.55
ВТБ ао;D;15/03/24;000000;0.023045;0.02326;0.023045;0.023195;55263590000;1281077977.55
ВТБ ао;D;18/03/24;000000;0.02321;0.023365;0.022855;0.02287;90294130000;2082644812.7
ВТБ ао;D;19/03/24;000000;0.022875;0.022985;0.0222;0.022365;180951130000;4092894008
ВТБ ао;D;20/03/24;000000;0.02242;0.022525;0.02213;0.02247;103122460000;2304262642.75
ВТБ ао;D;21/03/24;000000;0.0225;0.02269;0.022275;0.022475;87498170000;1968496428.9
ВТБ ао;D;22/03/24;000000;0.02248;0.022645;0.02195;0.0223;126249960000;2813503561.1
ВТБ ао;D;25/03/24;000000;0.0223;0.02269;0.02216;0.02264;79367550000;1776581838.95
ВТБ ао;D;26/03/24;000000;0.022685;0.02274;0.022505;0.022575;49179190000;1111434132.2
ВТБ ао;D;27/03/24;000000;0.02254;0.022675;0.02239;0.022595;63780330000;1438376610.9
ВТБ ао;D;28/03/24;000000;0.022665;0.02276;0.02252;0.02258;53805310000;1218112693.9
ВТБ ао;D;29/03/24;000000;0.022635;0.02301;0.02255;0.022925;82120300000;1866723653.15
ВТБ ао;D;01/04/24;000000;0.0231;0.02334;0.022945;0.023295;114654010000;2652399162.4
ВТБ ао;D;02/04/24;000000;0.023305;0.023815;0.023035;0.02363;174773110000;4097497046.9
ВТБ ао;D;03/04/24;000000;0.023635;0.023995;0.02346;0.02367;190972940000;4539257860.75
ВТБ ао;D;04/04/24;000000;0.023715;0.02435;0.023605;0.02394;218995360000;5255401167.1
ВТБ ао;D;05/04/24;000000;0.02397;0.02412;0.02379;0.023875;93323900000;2235372143.15
ВТБ ао;D;08/04/24;000000;0.02384;0.024195;0.02384;0.024025;92697120000;2229895018.85
ВТБ ао;D;09/04/24;000000;0.024125;0.024125;0.02353;0.023665;113461490000;2697860371.1
ВТБ ао;D;10/04/24;000000;0.02368;0.02381;0.02341;0.02374;82741090000;1955516219.05
ВТБ ао;D;11/04/24;000000;0.0238;0.02385;0.023575;0.023685;61039820000;1447199866.25
ВТБ ао;D;12/04/24;000000;0.023715;0.024165;0.023665;0.02386;103230780000;2470321498
ВТБ ао;D;15/04/24;000000;0.023955;0.024075;0.02364;0.023735;88521310000;2107660284.9
ВТБ ао;D;16/04/24;000000;0.02374;0.02392;0.023565;0.023715;75739620000;1796700221.55
ВТБ ао;D;17/04/24;000000;0.023795;0.02383;0.02352;0.02372;62036080000;1470025280.35
ВТБ ао;D;18/04/24;000000;0.02377;0.023905;0.02372;0.023825;50371790000;1199883020.6
ВТБ ао;D;19/04/24;000000;0.023825;0.024035;0.023805;0.023895;76133160000;1823831099.35
ВТБ ао;D;22/04/24;000000;0.023925;0.0241;0.02382;0.024095;91238080000;2188598984.1
ВТБ ао;D;23/04/24;000000;0.02411;0.024285;0.02356;0.023675;146254700000;3498599829.45
ВТБ ао;D;24/04/24;000000;0.0237;0.023795;0.02315;0.023395;126732160000;2978743987.4
ВТБ ао;D;25/04/24;000000;0.023375;0.02386;0.023325;0.02361;110082120000;2600037936.25
ВТБ ао;D;26/04/24;000000;0.02372;0.02382;0.023455;0.02353;71835210000;1698085417.15
ВТБ ао;D;27/04/24;000000;0.02352;0.02363;0.022915;0.023305;122969420000;2863472860.05
ВТБ ао;D;29/04/24;000000;0.02331;0.023695;0.023235;0.023495;57663940000;1352340388.05
ВТБ ао;D;30/04/24;000000;0.023485;0.02359;0.02333;0.023365;27953080000;654910550.7
ВТБ ао;D;02/05/24;000000;0.02341;0.02348;0.02316;0.023225;45178390000;1051229312.5
ВТБ ао;D;03/05/24;000000;0.023225;0.02325;0.02297;0.022995;54269470000;1254569277.45
ВТБ ао;D;06/05/24;000000;0.02301;0.023085;0.022835;0.023;56141390000;1289587846.05
ВТБ ао;D;07/05/24;000000;0.023;0.023135;0.02294;0.02304;41089550000;946530982.55
ВТБ ао;D;08/05/24;000000;0.023125;0.023175;0.02303;0.023045;30755750000;710396997.05
ВТБ ао;D;10/05/24;000000;0.02309;0.023185;0.02306;0.02308;21590670000;499226486.05
ВТБ ао;D;13/05/24;000000;0.02311;0.023315;0.022965;0.0231;68631910000;1587573296.5
ВТБ ао;D;14/05/24;000000;0.02311;0.02314;0.02288;0.02306;48257220000;1110038355.65
ВТБ ао;D;15/05/24;000000;0.023065;0.02326;0.02302;0.023205;64032590000;1482666377.75
ВТБ ао;D;16/05/24;000000;0.02328;0.023395;0.023175;0.02319;70858380000;1650696912.35
ВТБ ао;D;17/05/24;000000;0.023245;0.02327;0.02302;0.023075;48306970000;1116822998.8
ВТБ ао;D;20/05/24;000000;0.023175;0.023175;0.02247;0.022575;96688120000;2202697756.35
ВТБ ао;D;21/05/24;000000;0.022575;0.0227;0.022215;0.02249;77674730000;1741412867.8
ВТБ ао;D;22/05/24;000000;0.02249;0.022645;0.0224;0.0225;36524430000;823040501.1
ВТБ ао;D;23/05/24;000000;0.02245;0.022725;0.022275;0.02252;59019030000;1328054220.65
ВТБ ао;D;24/05/24;000000;0.02252;0.02328;0.022;0.02201;229955770000;5194920412.05
ВТБ ао;D;27/05/24;000000;0.02215;0.022475;0.02044;0.02102;396770460000;8485106302.95
ВТБ ао;D;28/05/24;000000;0.02111;0.02137;0.020545;0.020855;202783360000;4266775139.8
ВТБ ао;D;29/05/24;000000;0.02092;0.021085;0.02055;0.02101;102303560000;2130117292.05
